region,crop,year,rainfall_mm,avg_temperature_c,humidity_pct,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,irrigation_pct_area,fertilizer_kg_ha,farm_area_ha,yield_tonnes_per_ha
South,Cotton,2016,655.5,19.0,56.3,6.56,151.7,36.7,133.6,28.7,196.5,11.79,1.5
West,Rice,2011,746.9,18.7,82.6,5.87,99.2,74.9,222.2,58.4,145.1,4.36,2.58
North,Rice,2023,405.2,21.9,81.2,6.85,114.4,25.1,138.1,84.2,118.0,13.45,2.67
East,Wheat,2024,1406.7,23.9,72.8,6.31,146.7,62.3,166.5,18.1,108.5,14.45,2.1
East,Cotton,2013,1115.7,20.7,68.1,7.24,114.5,19.9,83.7,16.3,203.6,1.92,1.02
South,Cotton,2019,692.5,29.2,84.8,6.41,127.1,71.9,105.9,15.9,209.9,4.38,1.14
West,Rice,2021,829.5,25.7,88.8,5.81,138.7,27.9,187.3,19.4,245.7,10.21,2.83
West,Rice,2010,740.8,26.0,58.1,5.27,104.9,47.8,216.7,10.3,213.7,5.54,2.18
West,Rice,2019,1285.6,17.7,45.5,5.01,114.2,20.6,158.9,83.8,243.1,15.45,2.47
South,Sugarcane,2018,545.0,29.8,55.9,7.55,128.5,24.8,137.8,81.8,172.2,6.78,33.98
West,Maize,2012,928.6,9.9,100.0,6.13,150.4,58.5,169.8,15.1,226.3,7.94,3.03
East,Soybean,2021,872.9,28.2,36.5,6.77,92.3,60.4,46.1,70.6,119.9,12.37,1.84
North,Maize,2012,1106.7,28.7,52.9,7.93,14.3,48.6,159.2,62.7,176.4,1.04,3.99
East,Cotton,2019,874.0,21.8,38.8,6.05,143.8,56.1,108.2,27.6,70.1,7.02,0.98
East,Wheat,2018,460.4,30.4,61.9,6.0,152.5,60.7,181.8,22.7,181.9,0.71,1.61
North,Soybean,2019,837.2,23.7,42.0,6.39,127.0,34.7,62.3,25.1,253.5,2.41,2.06
East,Wheat,2012,657.0,24.3,58.4,6.52,129.4,24.0,124.9,73.1,184.2,1.91,2.46
South,Sugarcane,2017,919.9,25.7,30.7,8.01,100.2,44.8,148.4,31.9,223.3,6.7,37.99
North,Cotton,2011,1258.5,39.9,69.3,7.75,137.5,36.3,119.5,27.8,196.4,14.86,0.8
East,Sugarcane,2023,465.1,30.7,78.3,7.0,149.9,50.8,135.0,2.2,145.8,1.14,31.11
Central,Cotton,2022,699.9,27.5,54.2,7.66,122.0,53.2,186.2,90.8,168.8,11.7,1.19
East,Wheat,2012,761.8,19.4,58.0,6.36,207.2,34.8,149.0,75.3,250.8,1.24,2.66
South,Wheat,2011,804.6,24.7,57.5,6.74,65.3,55.6,112.8,47.3,223.0,1.68,2.52
West,Wheat,2010,1085.0,19.9,62.7,6.26,125.7,54.8,187.6,94.3,142.9,19.91,2.35
East,Cotton,2011,856.6,28.1,59.4,5.47,78.9,55.8,160.0,29.4,96.8,0.5,0.96
West,Rice,2017,1004.0,24.7,71.5,7.46,150.8,38.9,161.7,67.5,192.4,1.76,3.09
Central,Wheat,2018,743.6,18.4,78.5,6.93,64.6,56.7,114.3,30.5,145.1,1.94,1.81
East,Sugarcane,2022,957.5,24.4,47.8,6.51,73.3,52.8,48.1,31.5,169.4,2.65,57.9
North,Soybean,2011,1094.4,19.8,55.4,6.5,97.8,54.6,113.8,84.5,92.7,3.61,1.63
West,Cotton,2016,716.9,24.8,73.5,5.3,129.3,70.2,109.7,78.7,242.4,0.87,1.24
Central,Sugarcane,2024,1095.3,19.7,38.7,5.72,99.2,49.9,125.5,29.4,174.2,5.06,45.83
North,Maize,2014,913.1,24.1,30.4,6.77,99.5,35.9,116.3,8.1,183.3,4.08,3.96
North,Maize,2012,1161.4,27.8,63.4,6.08,113.7,28.3,154.5,35.8,130.0,7.85,3.76
North,Soybean,2018,849.6,23.7,67.4,6.33,111.5,61.9,185.2,76.0,163.4,16.17,2.36
North,Rice,2024,995.3,22.0,49.2,6.42,172.1,50.4,193.0,10.1,187.3,2.83,3.26
East,Wheat,2015,889.8,25.0,51.3,5.95,144.0,70.1,183.5,67.2,143.2,6.33,2.11
East,Cotton,2020,875.9,27.5,48.6,5.73,108.6,14.6,114.1,89.0,167.0,3.71,1.18
East,Sugarcane,2010,964.7,18.5,47.0,5.21,193.4,58.7,152.4,17.9,263.2,0.5,42.94
Central,Wheat,2014,1034.2,25.3,70.4,6.38,137.2,41.1,212.6,86.2,75.0,13.77,2.44
Central,Sugarcane,2016,587.6,30.6,42.3,6.99,86.1,39.7,86.6,5.1,191.1,8.05,40.94
Central,Cotton,2013,1258.4,26.9,56.0,5.19,129.0,33.5,203.9,66.7,132.9,0.5,1.0
South,Maize,2017,435.1,24.3,46.4,6.48,138.7,58.5,110.2,79.1,260.2,2.3,4.18
Central,Wheat,2019,728.8,27.2,38.2,6.72,95.9,54.2,161.8,44.5,169.2,2.96,2.17
East,Soybean,2014,876.4,26.3,73.1,5.71,83.2,27.9,166.5,20.4,117.2,13.35,1.56
East,Rice,2018,1003.1,27.8,52.2,7.64,123.0,47.5,157.6,92.5,167.1,11.44,3.2
South,Soybean,2018,1294.0,13.9,62.8,6.19,107.4,55.6,239.1,2.0,201.0,4.04,1.49
South,Rice,2018,435.4,16.2,37.4,6.42,171.8,47.7,138.0,55.5,346.5,1.37,2.88
Central,Sugarcane,2010,773.1,29.0,48.9,6.37,145.9,61.6,84.4,37.3,53.4,3.9,40.24
West,Wheat,2011,368.3,16.5,71.3,5.08,97.6,40.6,164.3,46.1,108.1,13.29,1.56
South,Wheat,2012,907.9,26.0,98.8,7.31,134.9,11.2,143.2,53.7,258.3,4.82,2.53
North,Rice,2023,967.9,22.2,30.4,5.74,164.3,47.8,172.2,53.5,89.5,0.99,2.87
East,Maize,2013,1297.7,19.0,57.0,6.31,71.2,47.7,185.3,20.4,180.6,0.5,4.1
North,Cotton,2019,930.2,25.7,66.2,6.98,84.2,49.7,148.7,68.0,151.0,3.24,1.34
East,Soybean,2018,1161.0,25.0,50.8,7.67,119.6,61.6,167.5,1.9,141.6,1.28,1.46
East,Sugarcane,2019,1046.0,34.6,72.7,5.64,121.2,15.7,155.8,2.1,169.7,10.93,42.6
South,Soybean,2022,791.2,20.9,47.0,6.14,118.2,41.4,221.7,47.8,160.0,2.61,1.96
South,Soybean,2015,547.8,31.2,62.3,7.61,109.1,31.2,135.2,54.2,243.4,16.79,1.55
North,Sugarcane,2010,968.8,25.8,52.2,6.87,108.6,26.9,122.5,27.5,259.7,7.69,56.44
East,Sugarcane,2021,527.0,20.7,78.3,7.04,133.4,43.9,185.2,55.2,205.6,4.0,39.05
North,Wheat,2018,1223.8,28.0,49.9,5.66,159.7,55.5,112.8,51.6,165.8,7.53,2.25
West,Soybean,2015,859.5,26.8,54.7,6.2,103.2,49.5,165.7,34.9,195.5,2.8,1.64
North,Cotton,2013,1198.8,24.2,74.2,6.37,205.3,34.7,143.2,65.2,228.3,1.22,1.65
Central,Cotton,2023,779.9,25.3,44.6,5.81,188.6,42.8,145.9,95.8,240.1,26.63,1.38
North,Rice,2013,967.2,21.0,61.0,5.16,166.5,58.9,247.5,49.1,202.2,6.63,2.36
Central,Sugarcane,2012,952.3,19.9,32.7,6.09,141.8,55.2,199.4,78.6,271.7,0.5,47.16
Central,Wheat,2016,888.7,27.8,43.7,7.58,190.3,36.7,190.9,24.8,143.0,2.97,1.86
Central,Cotton,2012,791.8,22.9,65.7,6.55,109.8,35.7,171.2,76.2,248.4,1.39,1.66
West,Maize,2011,998.1,23.6,45.1,7.6,90.9,19.3,122.3,64.9,222.3,2.39,3.83
North,Wheat,2019,668.5,25.4,51.8,6.64,101.6,38.6,160.5,64.0,143.4,0.5,2.03
North,Wheat,2017,597.6,25.3,67.4,5.89,84.9,19.0,173.3,89.3,194.0,2.25,2.21
West,Cotton,2013,1210.7,16.9,51.3,7.52,124.3,76.0,158.0,23.3,198.1,9.19,1.14
East,Maize,2017,1081.8,30.4,72.3,6.67,130.5,32.2,153.8,36.8,171.5,13.75,4.12
South,Rice,2010,916.5,24.6,63.2,7.27,127.0,61.6,134.1,8.3,170.8,3.41,2.75
North,Cotton,2024,1316.3,23.0,66.5,5.65,119.6,72.3,160.9,72.6,88.5,5.91,1.18
South,Maize,2014,833.1,26.2,78.6,7.33,124.7,48.2,129.0,84.4,138.6,0.5,4.0
West,Wheat,2022,1230.7,25.2,64.8,7.36,180.8,43.5,178.1,40.6,165.7,0.76,2.04
East,Maize,2018,943.9,27.8,83.1,6.73,141.7,25.2,69.4,35.7,145.6,6.42,4.16
East,Wheat,2010,643.8,26.7,73.7,5.85,152.3,37.4,204.3,65.9,128.7,14.69,1.8
East,Cotton,2020,1362.0,27.6,52.1,6.46,126.7,69.1,97.5,7.6,243.7,0.74,1.31
West,Sugarcane,2022,1147.7,30.8,79.4,6.99,63.5,50.3,107.3,29.4,173.8,4.34,37.89
Central,Cotton,2013,869.7,28.4,64.0,6.69,56.5,45.4,166.4,36.6,310.0,28.17,1.53
Central,Soybean,2015,1081.8,23.2,54.1,6.98,192.9,64.7,171.6,51.9,193.4,10.74,2.23
South,Soybean,2019,799.1,18.4,64.2,7.31,101.4,55.4,233.1,47.7,242.4,1.76,1.84
Central,Soybean,2017,1107.3,32.3,76.7,5.98,98.4,42.8,161.9,20.9,167.5,2.69,1.6
Central,Cotton,2023,302.2,22.8,66.8,5.58,128.6,48.2,148.4,54.1,140.3,23.64,0.99
East,Rice,2012,645.0,21.6,87.3,6.47,139.3,33.5,157.7,92.6,195.8,2.0,3.28
East,Cotton,2014,1144.8,15.3,76.3,6.24,143.7,36.6,213.6,2.7,257.7,4.65,1.43
South,Sugarcane,2016,837.6,25.7,67.8,7.13,182.1,41.9,247.0,68.0,174.7,3.52,50.15
North,Maize,2010,951.9,24.7,44.6,5.64,172.5,53.4,142.6,62.5,206.8,5.39,4.1
South,Cotton,2024,563.3,16.4,57.3,7.32,91.6,26.3,171.7,92.4,195.5,2.16,1.1
South,Cotton,2016,1362.0,26.3,61.1,7.58,153.9,46.1,147.0,64.5,174.1,8.83,1.05
West,Wheat,2022,1197.6,21.5,70.4,6.5,106.6,39.2,146.2,62.5,177.2,2.14,2.22
West,Wheat,2021,849.8,37.5,69.6,6.55,115.2,31.5,225.2,77.0,120.1,7.37,1.54
South,Wheat,2020,798.8,21.2,62.5,5.89,81.7,39.2,113.0,26.8,179.3,3.54,2.06
South,Cotton,2017,1157.4,21.8,61.8,6.07,60.7,10.2,56.6,59.6,219.2,2.32,1.25
South,Rice,2017,1395.6,19.6,70.8,6.17,118.9,33.6,162.7,51.9,197.7,9.5,2.7
Central,Maize,2018,1138.4,30.4,47.1,7.65,86.5,28.5,198.0,43.8,191.1,26.87,3.28
West,Maize,2015,1443.0,22.1,85.4,6.44,152.5,40.8,158.8,7.9,223.5,16.28,3.43
South,Sugarcane,2021,669.4,20.4,29.3,5.44,110.2,10.8,170.1,29.3,191.7,0.73,32.61
East,Rice,2015,695.2,27.5,81.8,6.7,130.8,47.9,180.1,28.0,180.8,4.85,2.62
East,Rice,2011,602.8,17.1,59.3,7.16,167.9,58.6,154.4,72.4,224.1,9.49,2.25
Central,Maize,2012,1010.4,27.1,75.0,6.48,68.0,43.2,172.3,92.1,188.2,6.62,5.01
Central,Soybean,2013,943.9,32.9,65.5,7.68,94.6,52.5,171.6,23.1,165.8,10.37,1.5
North,Wheat,2013,862.0,26.8,65.2,7.12,126.3,37.3,71.7,7.5,208.1,29.55,2.16
North,Wheat,2017,1102.3,27.2,68.3,5.66,130.9,21.7,154.6,100.0,177.9,3.35,2.67
North,Maize,2023,1208.1,28.4,72.1,6.06,158.6,45.0,87.1,69.1,163.1,11.79,3.83
Central,Rice,2010,518.6,32.5,55.1,6.68,150.4,55.2,148.5,88.6,189.3,0.79,2.65
Central,Sugarcane,2019,750.8,30.0,75.5,5.17,123.4,25.1,130.2,14.4,190.0,16.31,38.16
Central,Soybean,2023,1105.0,26.2,43.7,6.77,130.6,38.0,191.4,80.1,113.8,12.06,1.82
East,Maize,2013,783.1,28.5,59.9,5.09,131.6,41.3,159.8,81.3,200.0,5.89,3.41
Central,Wheat,2020,700.4,19.6,72.5,7.32,68.6,87.8,168.9,15.1,290.8,13.76,2.2
East,Cotton,2021,1154.6,27.9,74.9,7.23,114.5,48.4,142.3,16.1,121.2,8.79,0.96
North,Rice,2022,577.6,19.0,66.9,6.9,128.7,16.4,192.1,29.5,149.8,6.43,2.69
North,Cotton,2020,824.6,22.2,54.1,5.96,136.0,12.7,86.1,21.7,346.8,23.35,1.49
North,Sugarcane,2020,982.2,8.6,73.5,6.64,87.6,56.0,114.2,97.5,130.7,1.12,39.63
South,Maize,2013,756.5,26.0,50.0,6.09,75.6,82.3,201.5,36.3,257.2,39.66,4.93
South,Wheat,2010,1095.8,20.8,86.3,5.68,111.8,40.8,132.6,76.1,166.3,1.34,2.08
West,Soybean,2012,757.8,29.6,58.7,6.23,188.9,39.9,64.2,80.5,183.6,5.23,2.1
West,Cotton,2014,1252.2,26.0,36.9,7.06,91.3,51.5,208.1,38.6,172.1,2.11,1.3
West,Soybean,2015,868.6,29.6,42.1,6.54,161.1,33.0,193.1,68.3,205.5,2.54,2.2
South,Sugarcane,2018,1067.8,18.6,60.7,7.66,175.5,6.8,178.4,10.8,85.2,7.99,33.87
South,Wheat,2018,1086.5,29.2,62.1,7.11,121.6,60.6,153.8,39.7,191.2,0.5,2.23
West,Cotton,2018,743.1,34.5,89.5,7.03,96.2,35.8,216.4,96.7,155.8,22.61,1.09
West,Sugarcane,2020,386.6,27.8,44.4,5.21,137.9,60.8,200.3,16.9,68.2,2.62,30.02
Central,Soybean,2010,990.2,28.0,60.6,6.27,126.8,33.6,211.9,38.6,247.3,2.55,2.19
West,Soybean,2021,918.1,24.8,44.1,5.65,89.9,46.8,177.8,79.1,53.5,15.94,1.58
Central,Cotton,2018,1039.0,21.4,52.6,6.35,96.9,57.8,154.9,66.5,308.9,11.58,1.63
East,Wheat,2022,843.4,27.8,85.3,5.95,135.9,61.1,134.0,63.2,217.0,8.91,2.4
South,Soybean,2017,792.4,16.5,43.0,6.2,152.7,48.5,99.2,85.3,98.3,1.27,1.59
West,Maize,2011,1402.1,21.9,68.8,7.35,108.7,47.7,170.1,2.9,260.3,11.74,3.96
South,Sugarcane,2022,531.9,15.1,65.9,6.88,117.6,54.3,173.4,77.1,135.0,3.58,39.44
South,Cotton,2020,1083.5,20.5,59.6,7.31,143.4,52.0,136.0,88.3,137.7,40.78,1.34
South,Rice,2010,756.3,27.2,67.8,5.22,114.0,25.6,174.5,1.6,71.9,8.9,2.0
East,Rice,2010,816.1,26.5,42.6,6.55,109.5,25.9,136.7,55.9,128.2,14.46,2.66
North,Wheat,2021,820.7,24.3,84.8,7.27,93.6,13.4,184.7,34.9,135.2,10.59,2.22
West,Maize,2015,699.1,24.9,88.9,7.71,93.0,56.5,114.7,5.1,229.1,7.22,2.88
North,Soybean,2018,1042.8,14.6,60.7,5.26,213.4,39.1,107.8,41.8,250.0,10.08,1.69
North,Rice,2016,1247.7,22.1,96.3,6.22,113.1,57.3,140.4,64.4,105.6,7.28,2.51
North,Wheat,2014,1017.5,20.6,54.0,7.33,167.8,51.1,183.2,91.9,196.2,0.5,2.31
South,Sugarcane,2020,925.8,20.7,66.0,6.35,178.9,30.0,103.6,62.1,69.6,3.39,41.83
Central,Maize,2011,653.4,27.0,81.5,5.77,113.6,43.2,192.0,85.7,196.5,3.04,3.82
South,Maize,2010,1029.2,19.7,53.1,5.26,132.9,38.2,84.3,12.2,309.7,10.01,3.97
South,Wheat,2011,1439.1,21.0,39.3,5.74,123.6,35.9,140.1,21.1,73.2,6.87,1.73
North,Wheat,2010,804.8,13.6,35.8,5.15,63.6,58.7,93.5,97.0,119.1,7.54,1.7
South,Soybean,2012,806.0,22.5,90.9,6.55,65.7,82.7,45.6,88.7,223.6,15.02,2.22
North,Wheat,2015,759.7,18.6,52.1,7.22,121.7,61.7,164.7,23.5,230.7,5.96,1.87
Central,Soybean,2022,777.6,24.4,57.2,5.49,105.1,44.6,142.9,62.1,123.5,1.97,1.5
West,Soybean,2017,213.7,19.2,43.3,6.71,186.2,63.9,94.1,36.3,268.4,0.5,1.63
North,Cotton,2012,1001.3,24.5,74.2,7.18,111.7,70.7,129.3,46.9,131.1,1.39,1.35
Central,Maize,2019,688.6,23.3,48.3,6.5,188.3,24.1,167.7,86.1,280.4,0.5,4.84
West,Sugarcane,2018,497.4,32.4,52.6,5.21,103.3,63.4,135.3,73.6,208.1,2.16,38.26
East,Maize,2019,1088.3,26.5,64.5,6.81,186.9,56.5,142.1,23.8,256.3,8.06,3.89
North,Maize,2014,629.5,14.8,44.0,6.46,137.7,62.8,134.1,31.6,202.2,1.31,3.54
North,Cotton,2016,815.3,17.7,57.3,6.37,139.7,57.2,126.7,29.0,219.4,0.68,1.19
East,Soybean,2017,1266.6,24.3,81.0,6.06,102.1,41.6,126.2,78.1,222.6,28.28,1.93
East,Soybean,2012,547.7,19.4,66.4,6.57,140.2,75.5,125.0,49.0,248.7,46.22,1.75
North,Wheat,2011,516.9,9.2,62.0,6.91,179.2,50.1,119.9,95.1,178.0,8.11,1.73
East,Cotton,2011,967.3,30.7,63.2,8.41,114.9,38.5,109.3,81.7,126.0,0.92,1.03
South,Wheat,2014,1187.4,27.6,54.2,6.59,108.1,52.6,134.8,21.1,175.3,13.79,2.3
West,Cotton,2024,506.4,26.6,89.9,7.71,111.4,59.6,124.4,78.6,140.0,6.2,1.0
West,Wheat,2010,1001.9,21.0,47.8,6.79,176.7,46.4,107.1,50.6,143.9,1.61,2.49
West,Rice,2024,1045.2,26.1,63.2,6.42,149.9,50.9,180.6,25.4,279.3,6.86,3.93
South,Maize,2011,385.2,20.5,61.7,6.62,170.7,46.3,199.3,36.3,217.4,0.5,3.49
East,Maize,2022,1099.6,25.0,75.1,5.52,131.0,35.1,150.0,97.2,214.6,28.74,4.41
Central,Sugarcane,2018,1119.2,19.4,76.5,6.74,121.4,32.7,152.7,48.4,244.4,13.99,48.72
East,Soybean,2016,822.1,31.6,59.5,4.91,134.8,24.0,122.3,72.0,217.1,2.42,1.53
North,Sugarcane,2024,1213.1,16.1,64.4,5.81,157.5,67.8,192.7,47.7,292.0,4.34,51.01
West,Rice,2024,1184.1,30.2,64.9,6.59,111.4,41.6,219.5,37.2,54.3,4.02,2.54
East,Sugarcane,2015,925.8,24.2,25.9,7.46,167.9,5.0,143.4,79.6,120.1,15.81,44.76
Central,Maize,2018,787.1,21.6,36.2,7.64,132.8,50.9,129.1,84.8,138.0,3.5,3.7
North,Soybean,2016,656.8,24.8,50.9,6.31,35.8,50.6,163.7,7.2,97.5,0.5,1.67
South,Rice,2023,890.6,27.7,51.6,6.62,150.9,17.0,155.2,27.9,186.8,1.93,2.83
South,Maize,2020,1042.4,30.8,42.0,7.29,75.5,32.5,130.0,50.8,189.6,1.94,3.33
Central,Wheat,2014,819.0,25.6,71.2,5.44,150.1,31.9,168.8,31.6,298.5,23.85,2.54
North,Cotton,2024,350.6,19.5,60.0,6.82,151.6,33.9,187.5,78.4,234.2,20.62,1.27
West,Rice,2018,1217.2,24.3,56.8,5.84,131.5,63.2,118.6,11.5,149.5,2.86,2.74
East,Soybean,2015,947.6,33.1,41.2,6.36,139.0,42.8,251.7,79.8,209.7,0.5,1.91
North,Sugarcane,2015,805.1,30.7,59.3,6.13,158.5,38.6,88.7,61.8,70.4,5.82,42.72
South,Sugarcane,2020,1114.3,28.5,20.6,6.85,102.7,61.8,115.9,28.9,188.5,12.77,46.8
Central,Rice,2013,1281.2,28.0,57.6,6.94,147.8,52.4,159.4,34.4,185.3,2.5,2.41
Central,Soybean,2022,199.5,27.5,60.9,7.21,160.7,18.9,239.9,18.3,125.9,4.62,1.07
East,Rice,2021,1008.6,29.8,63.6,6.78,181.6,35.8,127.5,25.3,167.9,1.52,2.72
Central,Soybean,2010,543.3,21.7,36.5,6.64,81.3,49.8,107.4,71.7,138.4,3.17,1.76
Central,Sugarcane,2014,1024.8,17.2,63.4,7.98,134.3,31.0,172.0,37.6,124.0,11.38,35.01
North,Maize,2020,932.0,24.3,44.4,5.28,86.3,75.4,140.1,68.7,220.5,4.47,4.83
West,Wheat,2018,1058.9,19.9,47.8,7.86,84.9,46.7,176.6,51.4,242.0,4.74,2.3
East,Maize,2022,775.2,18.7,70.8,6.27,132.6,33.7,147.2,14.5,210.6,12.47,3.45
North,Wheat,2017,431.7,20.4,90.2,6.96,122.7,28.2,115.7,49.9,153.7,11.52,1.54
West,Sugarcane,2017,787.4,36.4,60.8,6.24,160.1,58.9,244.0,75.6,140.2,1.66,39.5
North,Maize,2014,1001.7,24.7,47.7,5.94,107.9,35.3,31.8,29.8,155.6,4.29,4.33
North,Maize,2021,1153.8,25.8,62.8,6.89,115.3,50.7,222.8,64.8,166.8,15.12,4.72
Central,Rice,2018,607.0,17.9,74.1,7.33,127.4,27.7,187.3,19.9,127.7,4.88,2.07
West,Cotton,2012,1156.8,14.8,69.3,6.88,89.8,46.1,120.2,13.6,243.2,8.67,1.35
East,Sugarcane,2012,738.0,19.9,100.0,6.07,94.7,35.5,224.9,36.0,167.9,2.92,37.99
East,Soybean,2010,990.6,31.2,49.3,9.0,159.1,40.3,95.1,38.9,225.9,0.5,1.35
West,Sugarcane,2018,772.5,25.7,63.8,7.46,100.8,33.1,190.3,76.1,96.0,1.44,37.1
Central,Soybean,2015,945.5,27.0,83.2,7.25,161.4,60.4,66.7,46.0,138.7,4.11,1.86
South,Soybean,2011,1123.0,27.7,82.3,6.22,141.3,37.6,104.2,8.1,231.6,3.49,1.71
North,Wheat,2017,593.2,21.0,30.7,6.0,65.8,42.8,104.1,63.4,232.4,18.08,2.35
Central,Soybean,2021,730.0,30.9,59.9,6.28,138.6,43.6,120.0,46.9,107.8,6.31,1.4
West,Soybean,2018,946.2,20.8,82.3,7.37,138.3,69.2,150.5,33.2,198.2,7.89,2.07
North,Rice,2018,1500.4,31.0,100.0,5.71,134.8,58.4,117.0,80.2,199.8,9.34,2.35
East,Maize,2011,684.2,26.2,70.6,5.65,115.0,56.9,68.5,15.4,137.5,6.07,3.3
South,Sugarcane,2011,1410.0,15.1,54.5,6.93,87.1,21.3,168.5,91.3,201.4,11.75,36.02
East,Sugarcane,2022,1401.1,20.3,44.9,6.76,167.1,35.2,152.0,33.4,85.2,12.23,32.5
West,Soybean,2016,875.7,15.1,93.3,5.88,116.4,62.8,166.4,46.1,124.4,3.46,1.43
North,Cotton,2020,825.5,29.8,70.9,5.63,89.1,27.4,156.9,92.9,215.9,0.71,1.38
West,Sugarcane,2013,727.0,23.9,47.3,7.65,136.0,46.3,188.2,76.1,181.8,34.35,47.07
North,Soybean,2022,882.9,12.9,57.0,6.79,94.0,29.0,147.0,7.4,184.9,8.23,1.69
Central,Wheat,2010,548.3,25.9,64.7,5.41,86.8,30.5,190.5,57.8,169.5,9.87,1.69
South,Wheat,2017,880.9,21.3,68.2,5.47,106.9,70.2,119.0,31.0,212.2,11.31,2.28
Central,Wheat,2011,1274.2,16.6,46.5,6.21,96.7,55.8,121.3,50.8,215.1,7.59,2.08
Central,Soybean,2023,747.2,32.4,50.8,7.09,88.1,59.7,205.0,74.3,227.5,5.09,1.66
West,Rice,2012,839.8,24.5,35.2,6.98,148.2,56.8,204.2,49.6,187.5,33.42,2.89
South,Cotton,2014,474.7,22.5,75.6,7.41,116.0,42.9,172.9,7.1,156.7,10.41,0.97
North,Soybean,2023,993.5,22.0,54.9,5.31,163.8,34.6,114.4,53.0,146.6,14.96,1.83
North,Rice,2012,966.1,16.4,67.0,6.68,90.1,39.0,111.2,2.4,116.6,4.63,2.64
East,Rice,2016,915.9,17.5,81.3,7.64,59.5,42.1,203.1,34.8,155.8,18.81,2.48
North,Sugarcane,2016,845.8,30.4,63.3,7.57,125.2,71.6,200.9,47.8,143.6,10.54,40.31
West,Soybean,2023,826.8,21.6,58.3,6.79,185.0,25.0,147.5,64.5,276.1,10.97,2.54
Central,Soybean,2011,1025.5,24.1,62.9,8.38,138.6,36.7,243.7,50.6,117.2,0.73,1.62
Central,Rice,2022,892.8,13.8,60.9,6.99,232.5,31.3,168.4,15.2,242.2,7.69,2.55
Central,Rice,2022,978.7,17.4,78.7,7.33,131.6,60.8,105.7,93.2,163.9,3.27,2.94
South,Rice,2016,953.7,27.0,64.7,6.54,128.2,72.8,139.0,65.0,167.6,8.85,3.61
North,Sugarcane,2020,1180.9,25.9,51.8,5.88,44.6,49.6,150.2,31.7,204.1,6.72,43.05
West,Soybean,2015,1069.2,32.8,75.7,5.8,135.0,50.9,153.5,96.6,94.9,0.94,1.55
South,Rice,2019,948.2,30.7,78.5,6.65,125.9,46.4,200.0,88.3,132.0,6.04,3.22
East,Wheat,2018,1279.6,22.8,39.9,6.33,105.7,51.6,111.7,14.3,105.5,4.8,1.96
West,Soybean,2022,1005.1,26.4,83.0,5.09,115.2,56.6,96.7,65.5,157.2,11.98,1.84
West,Sugarcane,2018,1226.2,22.4,65.5,5.68,117.6,51.4,174.1,56.0,125.4,5.59,46.0
West,Wheat,2011,1051.7,34.3,64.2,6.25,113.7,52.5,129.7,19.3,259.0,5.25,2.02
Central,Maize,2016,439.5,29.7,75.1,7.08,193.1,56.6,246.9,23.3,145.0,10.17,2.81
West,Soybean,2014,1226.2,24.8,51.5,6.49,107.0,18.3,187.7,56.4,37.3,8.84,1.81
North,Maize,2022,933.8,25.0,74.3,6.44,125.9,45.0,129.0,32.1,159.9,38.48,4.16
West,Rice,2015,887.0,31.2,54.3,5.71,105.9,49.6,198.5,83.5,228.4,3.47,2.43
Central,Sugarcane,2010,970.3,26.9,37.9,6.52,147.4,51.2,179.2,9.8,277.8,9.33,52.36
West,Rice,2016,813.8,31.8,45.0,7.56,126.2,42.4,175.3,91.4,166.2,1.46,2.67
East,Sugarcane,2015,956.8,13.0,68.5,6.62,110.2,47.4,145.1,84.1,149.0,13.06,48.72
East,Cotton,2013,752.0,26.3,45.8,5.29,52.6,34.2,166.8,73.9,179.1,12.34,1.19
Central,Rice,2010,1218.6,21.4,84.2,5.5,128.5,18.4,65.9,26.3,204.9,10.35,2.71
North,Maize,2018,871.6,32.8,77.8,6.97,109.2,59.7,202.7,71.5,112.3,1.01,3.28
North,Sugarcane,2013,804.4,31.7,80.0,6.32,117.9,28.0,12.6,43.9,165.3,35.08,45.67
South,Rice,2011,668.8,24.2,61.9,6.44,78.6,42.6,132.3,63.4,177.0,22.86,3.38
Central,Soybean,2017,967.2,31.7,63.9,6.01,170.2,33.8,86.2,31.3,182.7,3.7,1.84
West,Sugarcane,2011,946.8,32.9,42.1,6.9,150.0,68.8,130.0,83.6,171.3,6.89,45.2
Central,Sugarcane,2014,997.1,24.4,74.9,6.26,170.1,43.8,147.0,4.1,123.9,17.58,47.04
South,Rice,2020,643.2,36.4,65.7,6.35,160.1,40.3,102.1,69.1,200.3,5.46,2.65
Central,Cotton,2015,499.7,23.8,68.5,5.82,140.7,56.2,39.0,82.9,177.3,7.31,1.22
Central,Rice,2020,1056.4,22.9,85.3,7.24,80.0,77.3,158.3,64.6,177.2,7.4,3.22
South,Maize,2022,1271.2,28.3,50.9,6.32,184.5,51.1,233.5,19.2,115.0,8.38,3.44
North,Maize,2017,643.4,22.2,58.1,6.99,87.5,39.3,135.9,28.5,218.4,6.85,4.22
West,Sugarcane,2020,1297.4,24.4,64.9,5.55,110.6,55.4,188.4,51.5,123.1,4.17,42.55
South,Sugarcane,2010,971.0,31.0,46.0,7.89,144.7,21.4,210.2,32.9,277.0,6.2,41.88
East,Rice,2010,898.2,24.1,57.2,7.52,146.5,45.7,74.0,0.5,109.2,16.41,2.65
